metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1682450300,13.0,,,,,,,,,,,,,,,,
vus_max,1682450300,2000.0,,,,,,,,,,,,,,,,
vus,1682450301,30.0,,,,,,,,,,,,,,,,
vus_max,1682450301,2000.0,,,,,,,,,,,,,,,,
vus,1682450302,47.0,,,,,,,,,,,,,,,,
vus_max,1682450302,2000.0,,,,,,,,,,,,,,,,
vus,1682450303,63.0,,,,,,,,,,,,,,,,
vus_max,1682450303,2000.0,,,,,,,,,,,,,,,,
vus,1682450304,80.0,,,,,,,,,,,,,,,,
vus_max,1682450304,2000.0,,,,,,,,,,,,,,,,
vus,1682450305,97.0,,,,,,,,,,,,,,,,
vus_max,1682450305,2000.0,,,,,,,,,,,,,,,,
vus,1682450306,113.0,,,,,,,,,,,,,,,,
vus_max,1682450306,2000.0,,,,,,,,,,,,,,,,
vus,1682450307,130.0,,,,,,,,,,,,,,,,
vus_max,1682450307,2000.0,,,,,,,,,,,,,,,,
vus,1682450308,147.0,,,,,,,,,,,,,,,,
vus_max,1682450308,2000.0,,,,,,,,,,,,,,,,
vus,1682450309,163.0,,,,,,,,,,,,,,,,
vus_max,1682450309,2000.0,,,,,,,,,,,,,,,,
vus,1682450310,180.0,,,,,,,,,,,,,,,,
vus_max,1682450310,2000.0,,,,,,,,,,,,,,,,
vus,1682450311,197.0,,,,,,,,,,,,,,,,
vus_max,1682450311,2000.0,,,,,,,,,,,,,,,,
vus,1682450312,213.0,,,,,,,,,,,,,,,,
vus_max,1682450312,2000.0,,,,,,,,,,,,,,,,
vus,1682450313,230.0,,,,,,,,,,,,,,,,
vus_max,1682450313,2000.0,,,,,,,,,,,,,,,,
vus,1682450314,247.0,,,,,,,,,,,,,,,,
vus_max,1682450314,2000.0,,,,,,,,,,,,,,,,
vus,1682450315,263.0,,,,,,,,,,,,,,,,
vus_max,1682450315,2000.0,,,,,,,,,,,,,,,,
vus,1682450316,280.0,,,,,,,,,,,,,,,,
vus_max,1682450316,2000.0,,,,,,,,,,,,,,,,
vus,1682450317,297.0,,,,,,,,,,,,,,,,
vus_max,1682450317,2000.0,,,,,,,,,,,,,,,,
vus,1682450318,313.0,,,,,,,,,,,,,,,,
vus_max,1682450318,2000.0,,,,,,,,,,,,,,,,
vus,1682450319,330.0,,,,,,,,,,,,,,,,
vus_max,1682450319,2000.0,,,,,,,,,,,,,,,,
vus,1682450320,347.0,,,,,,,,,,,,,,,,
vus_max,1682450320,2000.0,,,,,,,,,,,,,,,,
vus,1682450321,363.0,,,,,,,,,,,,,,,,
vus_max,1682450321,2000.0,,,,,,,,,,,,,,,,
vus,1682450322,380.0,,,,,,,,,,,,,,,,
vus_max,1682450322,2000.0,,,,,,,,,,,,,,,,
vus,1682450323,397.0,,,,,,,,,,,,,,,,
vus_max,1682450323,2000.0,,,,,,,,,,,,,,,,
vus,1682450324,413.0,,,,,,,,,,,,,,,,
vus_max,1682450324,2000.0,,,,,,,,,,,,,,,,
vus,1682450325,430.0,,,,,,,,,,,,,,,,
vus_max,1682450325,2000.0,,,,,,,,,,,,,,,,
vus,1682450326,447.0,,,,,,,,,,,,,,,,
vus_max,1682450326,2000.0,,,,,,,,,,,,,,,,
vus,1682450327,463.0,,,,,,,,,,,,,,,,
vus_max,1682450327,2000.0,,,,,,,,,,,,,,,,
vus,1682450328,480.0,,,,,,,,,,,,,,,,
vus_max,1682450328,2000.0,,,,,,,,,,,,,,,,
vus,1682450329,497.0,,,,,,,,,,,,,,,,
vus_max,1682450329,2000.0,,,,,,,,,,,,,,,,
vus,1682450330,513.0,,,,,,,,,,,,,,,,
vus_max,1682450330,2000.0,,,,,,,,,,,,,,,,
vus,1682450331,530.0,,,,,,,,,,,,,,,,
vus_max,1682450331,2000.0,,,,,,,,,,,,,,,,
vus,1682450332,547.0,,,,,,,,,,,,,,,,
vus_max,1682450332,2000.0,,,,,,,,,,,,,,,,
vus,1682450333,563.0,,,,,,,,,,,,,,,,
vus_max,1682450333,2000.0,,,,,,,,,,,,,,,,
vus,1682450334,580.0,,,,,,,,,,,,,,,,
vus_max,1682450334,2000.0,,,,,,,,,,,,,,,,
vus,1682450335,597.0,,,,,,,,,,,,,,,,
vus_max,1682450335,2000.0,,,,,,,,,,,,,,,,
vus,1682450336,613.0,,,,,,,,,,,,,,,,
vus_max,1682450336,2000.0,,,,,,,,,,,,,,,,
vus,1682450337,630.0,,,,,,,,,,,,,,,,
vus_max,1682450337,2000.0,,,,,,,,,,,,,,,,
vus,1682450338,646.0,,,,,,,,,,,,,,,,
vus_max,1682450338,2000.0,,,,,,,,,,,,,,,,
vus,1682450339,663.0,,,,,,,,,,,,,,,,
vus_max,1682450339,2000.0,,,,,,,,,,,,,,,,
vus,1682450340,680.0,,,,,,,,,,,,,,,,
vus_max,1682450340,2000.0,,,,,,,,,,,,,,,,
vus,1682450341,696.0,,,,,,,,,,,,,,,,
vus_max,1682450341,2000.0,,,,,,,,,,,,,,,,
vus,1682450342,713.0,,,,,,,,,,,,,,,,
vus_max,1682450342,2000.0,,,,,,,,,,,,,,,,
vus,1682450343,730.0,,,,,,,,,,,,,,,,
vus_max,1682450343,2000.0,,,,,,,,,,,,,,,,
vus,1682450344,746.0,,,,,,,,,,,,,,,,
vus_max,1682450344,2000.0,,,,,,,,,,,,,,,,
vus,1682450345,763.0,,,,,,,,,,,,,,,,
vus_max,1682450345,2000.0,,,,,,,,,,,,,,,,
vus,1682450346,780.0,,,,,,,,,,,,,,,,
vus_max,1682450346,2000.0,,,,,,,,,,,,,,,,
vus,1682450347,796.0,,,,,,,,,,,,,,,,
vus_max,1682450347,2000.0,,,,,,,,,,,,,,,,
vus,1682450348,813.0,,,,,,,,,,,,,,,,
vus_max,1682450348,2000.0,,,,,,,,,,,,,,,,
vus,1682450349,830.0,,,,,,,,,,,,,,,,
vus_max,1682450349,2000.0,,,,,,,,,,,,,,,,
vus,1682450350,846.0,,,,,,,,,,,,,,,,
vus_max,1682450350,2000.0,,,,,,,,,,,,,,,,
vus,1682450351,863.0,,,,,,,,,,,,,,,,
vus_max,1682450351,2000.0,,,,,,,,,,,,,,,,
vus,1682450352,880.0,,,,,,,,,,,,,,,,
